"Fish_id","Dataset","Predicted_Watershed","Actual_Watershed","Correct_Classified"
"2019_yk_395","RAW","Yukon","Yukon","Yes"
"2019_yk_408","RAW","Yukon","Yukon","Yes"
"2019_yk_410","RAW","Yukon","Yukon","Yes"
"2019_yk_417","RAW","Yukon","Yukon","Yes"
"2019_yk_428","RAW","Yukon","Yukon","Yes"
"2019_yk_433","RAW","Yukon","Yukon","Yes"
"2019_yk_444","RAW","Yukon","Yukon","Yes"
"2019_yk_448","RAW","Yukon","Yukon","Yes"
"2019_yk_454","RAW","Yukon","Yukon","Yes"
"2019_yk_459","RAW","Kusko","Yukon","No"
"2019_yk_462","RAW","Kusko","Yukon","No"
"2019_yk_491","RAW","Yukon","Yukon","Yes"
"2019_yk_492","RAW","Kusko","Yukon","No"
"2020_kk_010","RAW","Kusko","Kusko","Yes"
"2020_kk_013","RAW","Yukon","Kusko","No"
"2020_kk_017","RAW","Kusko","Kusko","Yes"
"2020_kk_020_redo","RAW","Kusko","Kusko","Yes"
"2020_kk_021_redo","RAW","Kusko","Kusko","Yes"
"2020_kk_024","RAW","Yukon","Kusko","No"
"2020_kk_026","RAW","Kusko","Kusko","Yes"
"2020_kk_030","RAW","Kusko","Kusko","Yes"
"2020_kk_031","RAW","Kusko","Kusko","Yes"
"2020_kk_036","RAW","Kusko","Kusko","Yes"
"2020_kk_044_redo","RAW","Kusko","Kusko","Yes"
"2020_kk_049","RAW","Kusko","Kusko","Yes"
"2020_kk_053_redo","RAW","Kusko","Kusko","Yes"
"2020_kk_063_redo","RAW","Kusko","Kusko","Yes"
"2020_kk_067_redo","RAW","Kusko","Kusko","Yes"
"2020_kk_073","RAW","Kusko","Kusko","Yes"
"2020_kk_075","RAW","Kusko","Kusko","Yes"
"2020_kk_083_redo_a","RAW","Kusko","Kusko","Yes"
"2020_kk_104","RAW","Kusko","Kusko","Yes"
"2020_kk_115_redo","RAW","Kusko","Kusko","Yes"
"2020_kk_120","RAW","Kusko","Kusko","Yes"
"2020_kk_121","RAW","Kusko","Kusko","Yes"
"2020_kk_126","RAW","Kusko","Kusko","Yes"
"2020_kk_143","RAW","Kusko","Kusko","Yes"
"2020_kk_145_redo","RAW","Kusko","Kusko","Yes"
"2020_kk_153","RAW","Kusko","Kusko","Yes"
"2020_kk_156","RAW","Kusko","Kusko","Yes"
"2020_kk_158","RAW","Kusko","Kusko","Yes"
"2020_kk_175_redo","RAW","Kusko","Kusko","Yes"
"2020_kk_186_redo","RAW","Kusko","Kusko","Yes"
"2020_kk_201","RAW","Kusko","Kusko","Yes"
"2020_kk_210","RAW","Kusko","Kusko","Yes"
"2020_kk_241_sld18","RAW","Kusko","Kusko","Yes"
"2020_kk_242_sld18","RAW","Kusko","Kusko","Yes"
"2020_kk_244","RAW","Kusko","Kusko","Yes"
"2020_kk_251_sld20","RAW","Kusko","Kusko","Yes"
"2020_kk_256_redo","RAW","Kusko","Kusko","Yes"
"2020_kk_258","RAW","Kusko","Kusko","Yes"
"2020_kk_261","RAW","Kusko","Kusko","Yes"
"2020_kk_276","RAW","Kusko","Kusko","Yes"
"2020_kk_293","RAW","Kusko","Kusko","Yes"
"2020_kk_299","RAW","Kusko","Kusko","Yes"
"2020_kk_307","RAW","Kusko","Kusko","Yes"
"2020_kk_310","RAW","Kusko","Kusko","Yes"
"2020_kk_311","RAW","Kusko","Kusko","Yes"
"2020_kk_320_redo","RAW","Kusko","Kusko","Yes"
"2020_kk_321","RAW","Kusko","Kusko","Yes"
"2020_kk_323","RAW","Kusko","Kusko","Yes"
"2020_kk_328","RAW","Kusko","Kusko","Yes"
"2020_kk_335","RAW","Kusko","Kusko","Yes"
"2020_kk_336","RAW","Kusko","Kusko","Yes"
"2020_kk_343","RAW","Kusko","Kusko","Yes"
"2020_kk_345","RAW","Kusko","Kusko","Yes"
"2021_kk_011_R2","RAW","Kusko","Kusko","Yes"
"2021_kk_013_R2","RAW","Kusko","Kusko","Yes"
"2021_kk_018_R1","RAW","Kusko","Kusko","Yes"
"2021_kk_043","RAW","Kusko","Kusko","Yes"
"2021_kk_047","RAW","Kusko","Kusko","Yes"
"2021_kk_049_R1","RAW","Kusko","Kusko","Yes"
"2021_kk_054","RAW","Kusko","Kusko","Yes"
"2021_kk_061","RAW","Kusko","Kusko","Yes"
"2021_kk_072","RAW","Kusko","Kusko","Yes"
"2021_kk_077","RAW","Kusko","Kusko","Yes"
"2021_kk_088","RAW","Kusko","Kusko","Yes"
"2021_kk_111","RAW","Kusko","Kusko","Yes"
"2021_kk_114","RAW","Kusko","Kusko","Yes"
"2021_kk_115","RAW","Kusko","Kusko","Yes"
"2021_kk_118","RAW","Kusko","Kusko","Yes"
"2021_kk_142","RAW","Kusko","Kusko","Yes"
"2021_kk_157","RAW","Kusko","Kusko","Yes"
"2021_kk_158","RAW","Kusko","Kusko","Yes"
"2021_kk_161","RAW","Nush","Kusko","No"
"2021_kk_176","RAW","Kusko","Kusko","Yes"
"2021_kk_182","RAW","Nush","Kusko","No"
"2021_kk_183","RAW","Kusko","Kusko","Yes"
"2021_kk_190","RAW","Kusko","Kusko","Yes"
"2021_kk_201","RAW","Kusko","Kusko","Yes"
"2021_kk_229","RAW","Kusko","Kusko","Yes"
"2021_kk_231","RAW","Kusko","Kusko","Yes"
"2021_kk_238_R1","RAW","Kusko","Kusko","Yes"
"2021_kk_245","RAW","Yukon","Kusko","No"
"2021_kk_287","RAW","Kusko","Kusko","Yes"
"2021_kk_290_R1","RAW","Kusko","Kusko","Yes"
"2021_kk_298","RAW","Kusko","Kusko","Yes"
"2021_kk_309","RAW","Kusko","Kusko","Yes"
"2021_kk_324","RAW","Kusko","Kusko","Yes"
"2021_kk_327_R1","RAW","Kusko","Kusko","Yes"
"2021_kk_328","RAW","Kusko","Kusko","Yes"
"2021_kk_343","RAW","Kusko","Kusko","Yes"
"2021_kk_353","RAW","Kusko","Kusko","Yes"
"2021_kk_360","RAW","Kusko","Kusko","Yes"
"2021_kk_371_R1","RAW","Kusko","Kusko","Yes"
"2021_kk_375","RAW","Kusko","Kusko","Yes"
"2021_kk_376","RAW","Kusko","Kusko","Yes"
"2021_yk_003","RAW","Kusko","Yukon","No"
"2021_yk_016","RAW","Yukon","Yukon","Yes"
"2021_yk_018","RAW","Yukon","Yukon","Yes"
"2021_yk_020","RAW","Yukon","Yukon","Yes"
"2021_yk_049","RAW","Yukon","Yukon","Yes"
"2021_yk_051","RAW","Yukon","Yukon","Yes"
"2021_yk_056","RAW","Yukon","Yukon","Yes"
"2021_yk_102","RAW","Yukon","Yukon","Yes"
"2021_yk_104","RAW","Yukon","Yukon","Yes"
"2021_yk_131","RAW","Yukon","Yukon","Yes"
"2021_yk_139","RAW","Kusko","Yukon","No"
"2021_yk_150","RAW","Yukon","Yukon","Yes"
"2021_yk_156","RAW","Yukon","Yukon","Yes"
"2021_yk_200","RAW","Yukon","Yukon","Yes"
"2021_yk_202","RAW","Yukon","Yukon","Yes"
"2021_yk_307","RAW","Yukon","Yukon","Yes"
"2021_yk_312","RAW","Yukon","Yukon","Yes"
"2021_yk_313","RAW","Yukon","Yukon","Yes"
"2021_yk_314","RAW","Yukon","Yukon","Yes"
"2021_yk_316","RAW","Yukon","Yukon","Yes"
"2021_yk_325","RAW","Yukon","Yukon","Yes"
"2021_yk_326","RAW","Yukon","Yukon","Yes"
"2021_yk_351","RAW","Yukon","Yukon","Yes"
"2021_yk_353","RAW","Yukon","Yukon","Yes"
"2021_yk_364","RAW","Yukon","Yukon","Yes"
"2021_yk_368","RAW","Yukon","Yukon","Yes"
"2021_yk_373","RAW","Yukon","Yukon","Yes"
"2021_yk_386","RAW","Yukon","Yukon","Yes"
"2021_yk_400","RAW","Kusko","Yukon","No"
"2021_yk_409","RAW","Yukon","Yukon","Yes"
"2021_yk_414","RAW","Yukon","Yukon","Yes"
"2021_yk_440","RAW","Yukon","Yukon","Yes"
"2021_yk_450","RAW","Yukon","Yukon","Yes"
"2021_yk_469","RAW","Yukon","Yukon","Yes"
"2021_yk_489","RAW","Yukon","Yukon","Yes"
"2021_yk_510","RAW","Yukon","Yukon","Yes"
"2021_yk_518","RAW","Yukon","Yukon","Yes"
"2011_nk_101","MA","Nush","Nush","Yes"
"2011_nk_109","MA","Kusko","Nush","No"
"2011_nk_112","MA","Kusko","Nush","No"
"2011_nk_114","MA","Nush","Nush","Yes"
"2011_nk_120","MA","Nush","Nush","Yes"
"2011_nk_122","MA","Nush","Nush","Yes"
"2011_nk_125","MA","Kusko","Nush","No"
"2011_nk_15","MA","Nush","Nush","Yes"
"2011_nk_158","MA","Nush","Nush","Yes"
"2011_nk_163","MA","Nush","Nush","Yes"
"2011_nk_167","MA","Nush","Nush","Yes"
"2011_nk_169","MA","Nush","Nush","Yes"
"2011_nk_182","MA","Kusko","Nush","No"
"2011_nk_19","MA","Nush","Nush","Yes"
"2011_nk_192","MA","Nush","Nush","Yes"
"2011_nk_193","MA","Nush","Nush","Yes"
"2011_nk_203","MA","Nush","Nush","Yes"
"2011_nk_207","MA","Nush","Nush","Yes"
"2011_nk_211","MA","Nush","Nush","Yes"
"2011_nk_218","MA","Nush","Nush","Yes"
"2011_nk_221","MA","Nush","Nush","Yes"
"2011_nk_226","MA","Nush","Nush","Yes"
"2011_nk_228","MA","Nush","Nush","Yes"
"2011_nk_230","MA","Nush","Nush","Yes"
"2011_nk_231","MA","Nush","Nush","Yes"
"2011_nk_232","MA","Nush","Nush","Yes"
"2011_nk_233","MA","Nush","Nush","Yes"
"2011_nk_24","MA","Nush","Nush","Yes"
"2011_nk_241","MA","Nush","Nush","Yes"
"2011_nk_248","MA","Nush","Nush","Yes"
"2011_nk_254","MA","Nush","Nush","Yes"
"2011_nk_39","MA","Nush","Nush","Yes"
"2011_nk_51","MA","Nush","Nush","Yes"
"2011_nk_60","MA","Nush","Nush","Yes"
"2011_nk_613","MA","Nush","Nush","Yes"
"2011_nk_64","MA","Nush","Nush","Yes"
"2011_nk_65","MA","Nush","Nush","Yes"
"2011_nk_66","MA","Nush","Nush","Yes"
"2011_nk_71","MA","Nush","Nush","Yes"
"2011_nk_77","MA","Nush","Nush","Yes"
"2011_nk_80","MA","Nush","Nush","Yes"
"2011_nk_92","MA","Kusko","Nush","No"
"2014_nk_1","MA","Nush","Nush","Yes"
"2014_nk_10_redo","MA","Nush","Nush","Yes"
"2014_nk_104","MA","Kusko","Nush","No"
"2014_nk_105","MA","Nush","Nush","Yes"
"2014_nk_107","MA","Nush","Nush","Yes"
"2014_nk_117","MA","Nush","Nush","Yes"
"2014_nk_118","MA","Kusko","Nush","No"
"2014_nk_12","MA","Nush","Nush","Yes"
"2014_nk_129","MA","Nush","Nush","Yes"
"2014_nk_132","MA","Nush","Nush","Yes"
"2014_nk_139","MA","Kusko","Nush","No"
"2014_nk_145","MA","Nush","Nush","Yes"
"2014_nk_15","MA","Nush","Nush","Yes"
"2014_nk_151","MA","Nush","Nush","Yes"
"2014_nk_154","MA","Kusko","Nush","No"
"2014_nk_157","MA","Nush","Nush","Yes"
"2014_nk_163","MA","Nush","Nush","Yes"
"2014_nk_164","MA","Nush","Nush","Yes"
"2014_nk_176","MA","Nush","Nush","Yes"
"2014_nk_179","MA","Nush","Nush","Yes"
"2014_nk_18_redo","MA","Nush","Nush","Yes"
"2014_nk_184","MA","Nush","Nush","Yes"
"2014_nk_186","MA","Nush","Nush","Yes"
"2014_nk_192","MA","Nush","Nush","Yes"
"2014_nk_193","MA","Nush","Nush","Yes"
"2014_nk_200","MA","Nush","Nush","Yes"
"2014_nk_208","MA","Nush","Nush","Yes"
"2014_nk_210","MA","Nush","Nush","Yes"
"2014_nk_215","MA","Nush","Nush","Yes"
"2014_nk_217","MA","Nush","Nush","Yes"
"2014_nk_227","MA","Nush","Nush","Yes"
"2014_nk_231","MA","Kusko","Nush","No"
"2014_nk_234","MA","Nush","Nush","Yes"
"2014_nk_239","MA","Nush","Nush","Yes"
"2014_nk_248","MA","Nush","Nush","Yes"
"2014_nk_250","MA","Nush","Nush","Yes"
"2014_nk_251","MA","Nush","Nush","Yes"
"2014_nk_252","MA","Nush","Nush","Yes"
"2014_nk_26","MA","Nush","Nush","Yes"
"2014_nk_262","MA","Nush","Nush","Yes"
"2014_nk_263","MA","Nush","Nush","Yes"
"2014_nk_270","MA","Kusko","Nush","No"
"2014_nk_271","MA","Yukon","Nush","No"
"2014_nk_273","MA","Nush","Nush","Yes"
"2014_nk_279","MA","Nush","Nush","Yes"
"2014_nk_37","MA","Nush","Nush","Yes"
"2014_nk_46B","MA","Kusko","Nush","No"
"2014_nk_48","MA","Kusko","Nush","No"
"2014_nk_5","MA","Nush","Nush","Yes"
"2014_nk_55","MA","Nush","Nush","Yes"
"2014_nk_56_redo","MA","Nush","Nush","Yes"
"2014_nk_62","MA","Nush","Nush","Yes"
"2014_nk_65","MA","Nush","Nush","Yes"
"2014_nk_71","MA","Nush","Nush","Yes"
"2014_nk_72","MA","Nush","Nush","Yes"
"2014_nk_73","MA","Kusko","Nush","No"
"2014_nk_76","MA","Nush","Nush","Yes"
"2014_nk_81","MA","Nush","Nush","Yes"
"2014_nk_90","MA","Nush","Nush","Yes"
"2014_nk_93","MA","Nush","Nush","Yes"
"2015_nk_002","MA","Nush","Nush","Yes"
"2015_nk_004","MA","Nush","Nush","Yes"
"2015_nk_013_2","MA","Nush","Nush","Yes"
"2015_nk_022","MA","Nush","Nush","Yes"
"2015_nk_030_redo","MA","Nush","Nush","Yes"
"2015_nk_036_redo","MA","Nush","Nush","Yes"
"2015_nk_038","MA","Nush","Nush","Yes"
"2015_nk_039","MA","Nush","Nush","Yes"
"2015_nk_042","MA","Nush","Nush","Yes"
"2015_nk_057","MA","Kusko","Nush","No"
"2015_nk_058","MA","Kusko","Nush","No"
"2015_nk_061","MA","Nush","Nush","Yes"
"2015_nk_065","MA","Nush","Nush","Yes"
"2015_nk_094","MA","Nush","Nush","Yes"
"2015_nk_099","MA","Nush","Nush","Yes"
"2015_nk_101","MA","Kusko","Nush","No"
"2015_nk_111_redo","MA","Yukon","Nush","No"
"2015_nk_113","MA","Nush","Nush","Yes"
"2015_nk_120","MA","Nush","Nush","Yes"
"2015_nk_122_redoB","MA","Nush","Nush","Yes"
"2015_nk_123_redo2","MA","Kusko","Nush","No"
"2015_nk_130_redo","MA","Nush","Nush","Yes"
"2015_nk_136","MA","Nush","Nush","Yes"
"2015_nk_139","MA","Nush","Nush","Yes"
"2015_nk_164","MA","Nush","Nush","Yes"
"2015_nk_168","MA","Nush","Nush","Yes"
"2015_nk_183","MA","Kusko","Nush","No"
"2015_nk_185_redo","MA","Nush","Nush","Yes"
"2015_nk_188","MA","Nush","Nush","Yes"
"2015_nk_207","MA","Nush","Nush","Yes"
"2015_nk_215","MA","Nush","Nush","Yes"
"2015_nk_220","MA","Nush","Nush","Yes"
"2015_nk_224_redo","MA","Nush","Nush","Yes"
"2015_nk_225","MA","Nush","Nush","Yes"
"2015_nk_233_redo","MA","Nush","Nush","Yes"
"2015_nk_235","MA","Nush","Nush","Yes"
"2015_nk_241","MA","Kusko","Nush","No"
"2015_nk_242","MA","Nush","Nush","Yes"
"2015_nk_245","MA","Nush","Nush","Yes"
"2015_nk_247","MA","Nush","Nush","Yes"
"2015_nk_257","MA","Nush","Nush","Yes"
"2015_nk_260_redo","MA","Nush","Nush","Yes"
"2015_nk_261","MA","Nush","Nush","Yes"
"2015_nk_262","MA","Nush","Nush","Yes"
"2015_nk_287","MA","Nush","Nush","Yes"
"2015_nk_296","MA","Nush","Nush","Yes"
"2015_nk_41_redo","MA","Nush","Nush","Yes"
"2015_nk_53_redo","MA","Nush","Nush","Yes"
"2015_nk_54_redo","MA","Yukon","Nush","No"
"2015_nk_86_redo","MA","Nush","Nush","Yes"
"2015_nk_89_redo","MA","Nush","Nush","Yes"
"2015_yk_017","MA","Yukon","Yukon","Yes"
"2015_yk_034","MA","Yukon","Yukon","Yes"
"2015_yk_035","MA","Yukon","Yukon","Yes"
"2015_yk_056a","MA","Yukon","Yukon","Yes"
"2015_yk_065a","MA","Yukon","Yukon","Yes"
"2015_yk_068","MA","Yukon","Yukon","Yes"
"2015_yk_097","MA","Yukon","Yukon","Yes"
"2015_yk_101","MA","Yukon","Yukon","Yes"
"2015_yk_109","MA","Yukon","Yukon","Yes"
"2015_yk_114","MA","Yukon","Yukon","Yes"
"2015_yk_117","MA","Yukon","Yukon","Yes"
"2015_yk_128","MA","Yukon","Yukon","Yes"
"2015_yk_129","MA","Yukon","Yukon","Yes"
"2015_yk_151","MA","Yukon","Yukon","Yes"
"2015_yk_214","MA","Yukon","Yukon","Yes"
"2015_yk_219","MA","Yukon","Yukon","Yes"
"2015_yk_220","MA","Yukon","Yukon","Yes"
"2015_yk_243","MA","Yukon","Yukon","Yes"
"2015_yk_259","MA","Yukon","Yukon","Yes"
"2015_yk_272","MA","Yukon","Yukon","Yes"
"2015_yk_314","MA","Yukon","Yukon","Yes"
"2015_yk_338","MA","Yukon","Yukon","Yes"
"2015_yk_342","MA","Yukon","Yukon","Yes"
"2015_yk_357","MA","Yukon","Yukon","Yes"
"2015_yk_377","MA","Yukon","Yukon","Yes"
"2015_yk_397","MA","Kusko","Yukon","No"
"2015_yk_433","MA","Yukon","Yukon","Yes"
"2015_yk_438","MA","Yukon","Yukon","Yes"
"2015_yk_462","MA","Yukon","Yukon","Yes"
"2015_yk_479","MA","Nush","Yukon","No"
"2015_yk_521","MA","Yukon","Yukon","Yes"
"2015_yk_526","MA","Yukon","Yukon","Yes"
"2015_yk_550","MA","Yukon","Yukon","Yes"
"2015_yk_576","MA","Yukon","Yukon","Yes"
"2015_yk_585","MA","Kusko","Yukon","No"
"2015_yk_595","MA","Yukon","Yukon","Yes"
"2015_yk_599","MA","Yukon","Yukon","Yes"
"2015_yk_613","MA","Yukon","Yukon","Yes"
"2015_yk_615","MA","Kusko","Yukon","No"
"2016_yk_006","MA","Yukon","Yukon","Yes"
"2016_yk_007","MA","Yukon","Yukon","Yes"
"2016_yk_015_redo","MA","Yukon","Yukon","Yes"
"2016_yk_019","MA","Yukon","Yukon","Yes"
"2016_yk_020","MA","Yukon","Yukon","Yes"
"2016_yk_025","MA","Yukon","Yukon","Yes"
"2016_yk_026","MA","Yukon","Yukon","Yes"
"2016_yk_033","MA","Yukon","Yukon","Yes"
"2016_yk_042_redo","MA","Kusko","Yukon","No"
"2016_yk_044_redo","MA","Kusko","Yukon","No"
"2016_yk_045","MA","Yukon","Yukon","Yes"
"2016_yk_047","MA","Kusko","Yukon","No"
"2016_yk_048","MA","Yukon","Yukon","Yes"
"2016_yk_053_redo","MA","Yukon","Yukon","Yes"
"2016_yk_057_redo","MA","Yukon","Yukon","Yes"
"2016_yk_058_redo","MA","Yukon","Yukon","Yes"
"2016_yk_060_redo","MA","Yukon","Yukon","Yes"
"2016_yk_068","MA","Yukon","Yukon","Yes"
"2016_yk_074_redo","MA","Yukon","Yukon","Yes"
"2016_yk_077","MA","Nush","Yukon","No"
"2016_yk_079","MA","Nush","Yukon","No"
"2016_yk_082_redo","MA","Yukon","Yukon","Yes"
"2016_yk_093","MA","Yukon","Yukon","Yes"
"2016_yk_094","MA","Yukon","Yukon","Yes"
"2016_yk_095_redo","MA","Yukon","Yukon","Yes"
"2016_yk_097","MA","Yukon","Yukon","Yes"
"2016_yk_101","MA","Yukon","Yukon","Yes"
"2016_yk_104_redo","MA","Yukon","Yukon","Yes"
"2016_yk_105","MA","Yukon","Yukon","Yes"
"2016_yk_111","MA","Yukon","Yukon","Yes"
"2016_yk_116_redo","MA","Yukon","Yukon","Yes"
"2016_yk_120","MA","Yukon","Yukon","Yes"
"2016_yk_123","MA","Yukon","Yukon","Yes"
"2016_yk_124","MA","Yukon","Yukon","Yes"
"2016_yk_125","MA","Yukon","Yukon","Yes"
"2016_yk_128","MA","Yukon","Yukon","Yes"
"2016_yk_129","MA","Yukon","Yukon","Yes"
"2016_yk_150","MA","Yukon","Yukon","Yes"
"2016_yk_165","MA","Yukon","Yukon","Yes"
"2016_yk_169","MA","Yukon","Yukon","Yes"
"2016_yk_174","MA","Yukon","Yukon","Yes"
"2016_yk_179","MA","Yukon","Yukon","Yes"
"2016_yk_183_redo","MA","Yukon","Yukon","Yes"
"2016_yk_184","MA","Yukon","Yukon","Yes"
"2016_yk_186","MA","Yukon","Yukon","Yes"
"2016_yk_190_redo","MA","Yukon","Yukon","Yes"
"2016_yk_192","MA","Yukon","Yukon","Yes"
"2016_yk_194","MA","Yukon","Yukon","Yes"
"2016_yk_203","MA","Yukon","Yukon","Yes"
"2016_yk_206_redo","MA","Yukon","Yukon","Yes"
"2016_yk_215","MA","Yukon","Yukon","Yes"
"2016_yk_216_redo","MA","Kusko","Yukon","No"
"2016_yk_218","MA","Nush","Yukon","No"
"2016_yk_222","MA","Yukon","Yukon","Yes"
"2016_yk_225","MA","Yukon","Yukon","Yes"
"2016_yk_226","MA","Yukon","Yukon","Yes"
"2016_yk_231_a","MA","Yukon","Yukon","Yes"
"2016_yk_237","MA","Yukon","Yukon","Yes"
"2016_yk_239_redo","MA","Yukon","Yukon","Yes"
"2016_yk_242","MA","Yukon","Yukon","Yes"
"2016_yk_248","MA","Yukon","Yukon","Yes"
"2017_kk_003","MA","Kusko","Kusko","Yes"
"2017_kk_005","MA","Kusko","Kusko","Yes"
"2017_kk_009","MA","Kusko","Kusko","Yes"
"2017_kk_014","MA","Kusko","Kusko","Yes"
"2017_kk_021","MA","Kusko","Kusko","Yes"
"2017_kk_025","MA","Kusko","Kusko","Yes"
"2017_kk_030","MA","Kusko","Kusko","Yes"
"2017_kk_031","MA","Kusko","Kusko","Yes"
"2017_kk_035","MA","Kusko","Kusko","Yes"
"2017_kk_039","MA","Kusko","Kusko","Yes"
"2017_kk_050","MA","Yukon","Kusko","No"
"2017_kk_051","MA","Kusko","Kusko","Yes"
"2017_kk_070","MA","Kusko","Kusko","Yes"
"2017_kk_071","MA","Kusko","Kusko","Yes"
"2017_kk_081","MA","Kusko","Kusko","Yes"
"2017_kk_091","MA","Kusko","Kusko","Yes"
"2017_kk_095","MA","Kusko","Kusko","Yes"
"2017_kk_102redoa","MA","Kusko","Kusko","Yes"
"2017_kk_107","MA","Kusko","Kusko","Yes"
"2017_kk_112","MA","Kusko","Kusko","Yes"
"2017_kk_119","MA","Yukon","Kusko","No"
"2017_kk_143","MA","Yukon","Kusko","No"
"2017_kk_150","MA","Nush","Kusko","No"
"2017_kk_158","MA","Kusko","Kusko","Yes"
"2017_kk_163","MA","Kusko","Kusko","Yes"
"2017_kk_164","MA","Kusko","Kusko","Yes"
"2017_kk_165redo","MA","Kusko","Kusko","Yes"
"2017_kk_166redo","MA","Kusko","Kusko","Yes"
"2017_kk_168redo","MA","Kusko","Kusko","Yes"
"2017_kk_169redo","MA","Kusko","Kusko","Yes"
